catch_rate,height,data7,data3,data6.1,defense,sp_atk,sp_def,dexnum,special_group,percent_female,data2,hp,data5,generation,base_exp,speed,weight,total,ev_yield,data6.3,data6.2,growth_rate,data4,base_friendship,attack,egg_cycles,data1,data6,percent_male
45,1.7,Water 1,Emperor,Field ,88,111,101,395,Ordinary,12.5,Steel,84,Defiant,4,239,60,84.5,530,3 Sp. Atk,Field ,,Medium Slow,Torrent,50,86,20,Water,,87.5
255,0.3,,Starling,Flying,30,30,30,396,Ordinary,50.0,Flying,40,Reckless,4,49,60,2.0,245,1 Speed,Flying,,Medium Slow,Keen Eye,50,55,15,Normal,,50.0
120,0.6,,Starling,Flying,50,40,40,397,Ordinary,50.0,Flying,55,Reckless,4,119,80,15.5,340,2 Speed,Flying,,Medium Slow,Intimidate,50,75,15,Normal,,50.0
45,1.2,,Predator,Flying,70,50,60,398,Ordinary,50.0,Flying,85,Reckless,4,243,100,24.9,485,3 Attack,Flying,,Medium Slow,Intimidate,50,120,15,Normal,,50.0
255,0.5,Water 1,Plump Mouse,Field ,40,35,40,399,Ordinary,50.0,,59,Unaware,4,50,31,20.0,250,1 HP,Field ,Moody,Medium Fast,Simple,50,45,15,Normal,Moody,50.0
127,1.0,Water 1,Beaver,Field ,60,55,60,400,Ordinary,50.0,Water,79,Unaware,4,144,71,31.5,410,2 Attack,Field ,Moody,Medium Fast,Simple,50,85,15,Normal,Moody,50.0
255,0.3,,Cricket,Bug,41,25,41,401,Ordinary,50.0,,37,Run Away,4,39,25,2.2,194,1 Defense,Bug,,Medium Slow,Shed Skin,50,25,15,Bug,,50.0
45,1.0,,Cricket,Bug,51,55,51,402,Ordinary,50.0,,77,Technician,4,134,65,25.5,384,2 Attack,Bug,,Medium Slow,Swarm,50,85,15,Bug,,50.0
235,0.5,,Flash,Field,34,40,34,403,Ordinary,50.0,,45,Intimidate,4,53,45,9.5,263,1 Attack,Field,Guts,Medium Slow,Rivalry,50,65,20,Electric,Guts,50.0
120,0.9,,Spark,Field,49,60,49,404,Ordinary,50.0,,60,Intimidate,4,127,60,30.5,363,2 Attack,Field,Guts,Medium Slow,Rivalry,100,85,20,Electric,Guts,50.0
45,1.4,,Gleam Eyes,Field,79,95,79,405,Ordinary,50.0,,80,Intimidate,4,262,70,42.0,523,3 Attack,Field,Guts,Medium Slow,Rivalry,50,120,20,Electric,Guts,50.0
255,0.2,,Bud,Undiscovered,35,50,70,406,Baby Pokemon,50.0,Poison,40,Poison Point,4,56,55,1.2,280,1 Sp. Atk,Undiscovered,Leaf Guard,Medium Slow,Natural Cure,50,30,20,Grass,Leaf Guard,50.0
75,0.9,Grass,Bouquet,Fairy ,65,125,105,407,Ordinary,50.0,Poison,60,Poison Point,4,232,90,14.5,515,3 Sp. Atk,Fairy ,Technician,Medium Slow,Natural Cure,50,70,20,Grass,Technician,50.0
45,0.9,,Head Butt,Monster,40,30,30,408,Fossil,12.5,,67,Sheer Force,4,70,58,31.5,350,1 Attack,Monster,,Erratic,Mold Breaker,50,125,30,Rock,,87.5
45,1.6,,Head Butt,Monster,60,65,50,409,Fossil,12.5,,97,Sheer Force,4,173,58,102.5,495,2 Attack,Monster,,Erratic,Mold Breaker,50,165,30,Rock,,87.5
45,0.5,,Shield,Monster,118,42,88,410,Fossil,12.5,Steel,30,Soundproof,4,70,30,57.0,350,1 Defense,Monster,,Erratic,Sturdy,50,42,30,Rock,,87.5
45,1.3,,Shield,Monster,168,47,138,411,Fossil,12.5,Steel,60,Soundproof,4,173,30,149.5,495,2 Defense,Monster,,Erratic,Sturdy,50,52,30,Rock,,87.5
120,0.2,,Bagworm,Bug,45,29,45,412,Ordinary,50.0,,40,Overcoat,4,45,36,3.4,224,1 Sp. Def,Bug,,Medium Fast,Shed Skin,50,29,15,Bug,,50.0
45,0.5,,Bagworm,Bug,85,79,105,413,Ordinary,100.0,Grass,60,Overcoat,4,148,36,6.5,424,2 Sp. Def,Bug,,Medium Fast,Anticipation,50,59,15,Bug,,0.0
45,0.9,,Moth,Bug,50,94,50,414,Ordinary,0.0,Flying,70,Tinted Lens,4,148,66,23.3,424,"1 Attack, 1 Sp. Atk",Bug,,Medium Fast,Swarm,50,94,15,Bug,,100.0
120,0.3,,Tiny Bee,Bug,42,30,42,415,Ordinary,12.5,Flying,30,Hustle,4,49,70,5.5,244,1 Speed,Bug,,Medium Slow,Honey Gather,50,30,15,Bug,,87.5
45,1.2,,Beehive,Bug,102,80,102,416,Ordinary,100.0,Flying,70,Unnerve,4,166,40,38.5,474,"1 Defense, 1 Sp. Def",Bug,,Medium Slow,Pressure,50,80,15,Bug,,0.0
200,0.4,Field,EleSquirrel,Fairy ,70,45,90,417,Ordinary,50.0,,60,Pickup,4,142,95,3.9,405,1 Speed,Fairy ,Volt Absorb,Medium Fast,Run Away,100,45,10,Electric,Volt Absorb,50.0
190,0.7,Water 1,Sea Weasel,Field ,35,60,30,418,Ordinary,50.0,,55,Water Veil,4,66,85,29.5,330,1 Speed,Field ,,Medium Fast,Swift Swim,50,65,20,Water,,50.0
75,1.1,Water 1,Sea Weasel,Field ,55,85,50,419,Ordinary,50.0,,85,Water Veil,4,173,115,33.5,495,2 Speed,Field ,,Medium Fast,Swift Swim,50,105,20,Water,,50.0
190,0.4,Grass,Cherry,Fairy ,45,62,53,420,Ordinary,50.0,,45,,4,55,35,3.3,275,1 Sp. Atk,Fairy ,,Medium Fast,Chlorophyll,50,35,20,Grass,,50.0
75,0.5,Grass,Blossom,Fairy ,70,87,78,421,Ordinary,50.0,,70,,4,158,85,9.3,450,2 Sp. Atk,Fairy ,,Medium Fast,Flower Gift,50,60,20,Grass,,50.0
190,0.3,Water 1,Sea Slug,Amorphous ,48,57,62,422,Ordinary,50.0,,76,Storm Drain,4,65,34,6.3,325,1 HP,Amorphous ,Sand Force,Medium Fast,Sticky Hold,50,48,20,Water,Sand Force,50.0
75,0.9,Water 1,Sea Slug,Amorphous ,68,92,82,423,Ordinary,50.0,Ground,111,Storm Drain,4,166,39,29.9,475,2 HP,Amorphous ,Sand Force,Medium Fast,Sticky Hold,50,83,20,Water,Sand Force,50.0
45,1.2,,Long Tail,Field,66,60,66,424,Ordinary,50.0,,75,Pickup,4,169,115,20.3,482,2 Speed,Field,Skill Link,Fast,Technician,100,100,20,Normal,Skill Link,50.0
125,0.4,,Balloon,Amorphous,34,60,44,425,Ordinary,50.0,Flying,90,Unburden,4,70,70,1.2,348,1 HP,Amorphous,Flare Boost,Fluctuating,Aftermath,50,50,30,Ghost,Flare Boost,50.0
60,1.2,,Blimp,Amorphous,44,90,54,426,Ordinary,50.0,Flying,150,Unburden,4,174,80,15.0,498,2 HP,Amorphous,Flare Boost,Fluctuating,Aftermath,50,80,30,Ghost,Flare Boost,50.0
190,0.4,Human-Like,Rabbit,Field ,44,44,56,427,Ordinary,50.0,,55,Klutz,4,70,85,5.5,350,1 Speed,Field ,Limber,Medium Fast,Run Away,0,66,20,Normal,Limber,50.0
60,1.2,Human-Like,Rabbit,Field ,84,54,96,428,Ordinary,50.0,,65,Klutz,4,168,105,33.3,480,2 Speed,Field ,Limber,Medium Fast,Cute Charm,140,76,20,Normal,Limber,50.0
45,0.9,,Magical,Amorphous,60,105,105,429,Ordinary,50.0,,60,,4,173,105,4.4,495,"1 Sp. Atk, 1 Sp. Def",Amorphous,,Fast,Levitate,35,60,25,Ghost,,50.0
30,0.9,,Big Boss,Flying,52,105,52,430,Ordinary,50.0,Flying,100,Super Luck,4,177,71,27.3,505,2 Attack,Flying,Moxie,Medium Slow,Insomnia,35,125,20,Dark,Moxie,50.0
190,0.5,,Catty,Field,42,42,37,431,Ordinary,75.0,,49,Own Tempo,4,62,85,3.9,310,1 Speed,Field,Keen Eye,Fast,Limber,50,55,20,Normal,Keen Eye,25.0
75,1.0,,Tiger Cat,Field,64,64,59,432,Ordinary,75.0,,71,Own Tempo,4,158,112,43.8,452,2 Speed,Field,Defiant,Fast,Thick Fat,50,82,20,Normal,Defiant,25.0
120,0.2,,Bell,Undiscovered,50,65,50,433,Baby Pokemon,50.0,,45,,4,57,45,0.6,285,1 Sp. Atk,Undiscovered,,Fast,Levitate,50,30,25,Psychic,,50.0
225,0.4,,Skunk,Field,47,41,41,434,Ordinary,50.0,Dark,63,Aftermath,4,66,74,19.2,329,1 Speed,Field,Keen Eye,Medium Fast,Stench,50,63,20,Poison,Keen Eye,50.0
60,1.0,,Skunk,Field,67,71,61,435,Ordinary,50.0,Dark,103,Aftermath,4,168,84,38.0,479,2 HP,Field,Keen Eye,Medium Fast,Stench,50,93,20,Poison,Keen Eye,50.0
255,0.5,,Bronze,Mineral,86,24,86,436,Ordinary,,Psychic,57,Heatproof,4,60,23,60.5,300,1 Defense,Mineral,Heavy Metal,Medium Fast,Levitate,50,24,20,Steel,Heavy Metal,
90,1.3,,Bronze Bell,Mineral,116,79,116,437,Ordinary,,Psychic,67,Heatproof,4,175,33,187.0,500,"1 Defense, 1 Sp. Def",Mineral,Heavy Metal,Medium Fast,Levitate,50,89,20,Steel,Heavy Metal,
255,0.5,,Bonsai,Undiscovered,95,10,45,438,Baby Pokemon,50.0,,50,Rock Head,4,58,10,15.0,290,1 Defense,Undiscovered,Rattled,Medium Fast,Sturdy,50,80,20,Rock,Rattled,50.0
145,0.6,,Mime,Undiscovered,45,70,90,439,Baby Pokemon,50.0,Fairy,20,Filter,4,62,60,13.0,310,1 Sp. Def,Undiscovered,Technician,Medium Fast,Soundproof,50,25,25,Psychic,Technician,50.0
130,0.6,,Playhouse,Undiscovered,5,15,65,440,Baby Pokemon,100.0,,100,Serene Grace,4,110,30,24.4,220,1 HP,Undiscovered,Friend Guard,Fast,Natural Cure,140,5,40,Normal,Friend Guard,0.0
30,0.5,,Music Note,Flying,45,92,42,441,Ordinary,50.0,Flying,76,Tangled Feet,4,144,91,1.9,411,1 Attack,Flying,Big Pecks,Medium Slow,Keen Eye,35,65,20,Normal,Big Pecks,50.0
100,1.0,,Forbidden,Amorphous,108,92,108,442,Ordinary,50.0,Dark,50,Infiltrator,4,170,35,108.0,485,"1 Defense, 1 Sp. Def",Amorphous,,Medium Fast,Pressure,50,92,30,Ghost,,50.0
45,0.7,Monster,Land Shark,Dragon ,45,40,45,443,Ordinary,50.0,Ground,58,Rough Skin,4,60,42,20.5,300,1 Attack,Dragon ,,Slow,Sand Veil,50,70,40,Dragon,,50.0
45,1.4,Monster,Cave,Dragon ,65,50,55,444,Ordinary,50.0,Ground,68,Rough Skin,4,144,82,56.0,410,2 Attack,Dragon ,,Slow,Sand Veil,50,90,40,Dragon,,50.0
45,1.9,Monster,Mach,Dragon ,95,80,85,445,Ordinary,50.0,Ground,108,Rough Skin,4,300,102,95.0,600,3 Attack,Dragon ,,Slow,Sand Veil,50,130,40,Dragon,,50.0
50,0.6,,Big Eater,Undiscovered,40,40,85,446,Baby Pokemon,12.5,,135,Thick Fat,4,78,5,105.0,390,1 HP,Undiscovered,Gluttony,Slow,Pickup,50,85,40,Normal,Gluttony,87.5
75,0.7,,Emanation,Undiscovered,40,35,40,447,Baby Pokemon,12.5,,40,Inner Focus,4,57,60,20.2,285,1 Attack,Undiscovered,Prankster,Medium Slow,Steadfast,50,70,25,Fighting,Prankster,87.5
45,1.2,Human-Like,Aura,Field ,70,115,70,448,Ordinary,12.5,Steel,70,Inner Focus,4,184,90,54.0,525,"1 Attack, 1 Sp. Atk",Field ,Justified,Medium Slow,Steadfast,50,110,25,Fighting,Justified,87.5
140,0.8,,Hippo,Field,78,38,42,449,Ordinary,50.0,,68,Sand Force,4,66,32,49.5,330,1 Defense,Field,,Slow,Sand Stream,50,72,30,Ground,,50.0
60,2.0,,Heavyweight,Field,118,68,72,450,Ordinary,50.0,,108,Sand Force,4,184,47,300.0,525,2 Defense,Field,,Slow,Sand Stream,50,112,30,Ground,,50.0
120,0.8,Water 3,Scorpion,Bug ,90,30,55,451,Ordinary,50.0,Bug,40,Sniper,4,66,65,12.0,330,1 Defense,Bug ,Keen Eye,Slow,Battle Armor,50,50,20,Poison,Keen Eye,50.0
45,1.3,Water 3,Ogre Scorp,Bug ,110,60,75,452,Ordinary,50.0,Dark,70,Sniper,4,175,95,61.5,500,2 Defense,Bug ,Keen Eye,Slow,Battle Armor,50,90,20,Poison,Keen Eye,50.0
140,0.7,,Toxic Mouth,Human-Like,40,61,40,453,Ordinary,50.0,Fighting,48,Dry Skin,4,60,50,23.0,300,1 Attack,Human-Like,Poison Touch,Medium Fast,Anticipation,100,61,10,Poison,Poison Touch,50.0
75,1.3,,Toxic Mouth,Human-Like,65,86,65,454,Ordinary,50.0,Fighting,83,Dry Skin,4,172,85,44.4,490,2 Attack,Human-Like,Poison Touch,Medium Fast,Anticipation,50,106,20,Poison,Poison Touch,50.0
200,1.4,,Bug Catcher,Grass,72,90,72,455,Ordinary,50.0,,74,,4,159,46,27.0,454,2 Attack,Grass,,Slow,Levitate,50,100,25,Grass,,50.0
190,0.4,,Wing Fish,Water 2,56,49,61,456,Ordinary,50.0,,49,Storm Drain,4,66,66,7.0,330,1 Speed,Water 2,Water Veil,Erratic,Swift Swim,50,49,20,Water,Water Veil,50.0
75,1.2,,Neon,Water 2,76,69,86,457,Ordinary,50.0,,69,Storm Drain,4,161,91,24.0,460,2 Speed,Water 2,Water Veil,Erratic,Swift Swim,50,69,20,Water,Water Veil,50.0
25,1.0,,Kite,Undiscovered,50,60,120,458,Baby Pokemon,50.0,Flying,45,Water Absorb,4,69,50,65.0,345,1 Sp. Def,Undiscovered,Water Veil,Slow,Swift Swim,50,20,25,Water,Water Veil,50.0
120,1.0,Monster,Frost Tree,Grass ,50,62,60,459,Ordinary,50.0,Ice,60,Soundproof,4,67,40,50.5,334,1 Attack,Grass ,,Slow,Snow Warning,50,62,20,Grass,,50.0
60,2.2,Monster,Frost Tree,Grass ,75,92,85,460,Ordinary,50.0,Ice,90,Soundproof,4,173,60,135.5,494,"1 Attack, 1 Sp. Atk",Grass ,,Slow,Snow Warning,50,92,20,Grass,,50.0
45,1.1,,Sharp Claw,Field,65,45,85,461,Ordinary,50.0,Ice,70,Pickpocket,4,179,125,34.0,510,"1 Attack, 1 Speed",Field,,Medium Slow,Pressure,35,120,20,Dark,,50.0
30,1.2,,Magnet Area,Mineral,115,130,90,462,Ordinary,,Steel,70,Sturdy,4,268,60,180.0,535,3 Sp. Atk,Mineral,Analytic,Medium Fast,Magnet Pull,50,70,20,Electric,Analytic,
30,1.7,,Licking,Monster,95,80,95,463,Ordinary,50.0,,110,Oblivious,4,180,50,140.0,515,3 HP,Monster,Cloud Nine,Medium Fast,Own Tempo,50,85,20,Normal,Cloud Nine,50.0
30,2.4,Monster,Drill,Field ,130,55,55,464,Ordinary,50.0,Rock,115,Solid Rock,4,241,40,282.8,535,3 Attack,Field ,Reckless,Slow,Lightning Rod,50,140,20,Ground,Reckless,50.0
30,2.0,,Vine,Grass,125,110,50,465,Ordinary,50.0,,100,Leaf Guard,4,187,50,128.6,535,2 Defense,Grass,Regenerator,Medium Fast,Chlorophyll,50,100,20,Grass,Regenerator,50.0
30,1.8,,Thunderbolt,Human-Like,67,95,85,466,Ordinary,25.0,,75,Vital Spirit,4,243,95,138.6,540,3 Attack,Human-Like,,Medium Fast,Motor Drive,50,123,25,Electric,,75.0
30,1.6,,Blast,Human-Like,67,125,95,467,Ordinary,25.0,,75,Vital Spirit,4,243,83,68.0,540,3 Sp. Atk,Human-Like,,Medium Fast,Flame Body,50,95,25,Fire,,75.0
30,1.5,Flying,Jubilee,Fairy ,95,120,115,468,Ordinary,12.5,Flying,85,Serene Grace,4,245,80,38.0,545,"2 Sp. Atk, 1 Sp. Def",Fairy ,Super Luck,Fast,Hustle,50,50,10,Fairy,Super Luck,87.5
30,1.9,,Ogre Darner,Bug,86,116,56,469,Ordinary,50.0,Flying,86,Tinted Lens,4,180,95,51.5,515,2 Attack,Bug,Frisk,Medium Fast,Speed Boost,50,76,20,Bug,Frisk,50.0
45,1.0,,Verdant,Field,130,60,65,470,Ordinary,12.5,,65,Chlorophyll,4,184,95,25.5,525,2 Defense,Field,,Medium Fast,Leaf Guard,35,110,35,Grass,,87.5
45,0.8,,Fresh Snow,Field,110,130,95,471,Ordinary,12.5,,65,Ice Body,4,184,65,25.9,525,2 Sp. Atk,Field,,Medium Fast,Snow Cloak,35,60,35,Ice,,87.5
30,2.0,,Fang Scorp,Bug,125,45,75,472,Ordinary,50.0,Flying,75,Sand Veil,4,179,95,42.5,510,2 Defense,Bug,Poison Heal,Medium Slow,Hyper Cutter,50,95,20,Ground,Poison Heal,50.0
50,2.5,,Twin Tusk,Field,80,70,60,473,Ordinary,50.0,Ground,110,Snow Cloak,4,239,80,291.0,530,3 Attack,Field,Thick Fat,Slow,Oblivious,50,130,20,Ice,Thick Fat,50.0
30,0.9,,Virtual,Mineral,70,135,75,474,Ordinary,,,85,Download,4,241,90,34.0,535,3 Sp. Atk,Mineral,Analytic,Medium Fast,Adaptability,50,80,20,Normal,Analytic,
45,1.6,Human-Like,Blade,Amorphous ,65,65,115,475,Ordinary,0.0,Fighting,68,Sharpness,4,259,80,52.0,518,3 Attack,Amorphous ,Justified,Slow,Steadfast,35,125,20,Psychic,Justified,100.0
60,1.4,,Compass,Mineral,145,75,150,476,Ordinary,50.0,Steel,60,Magnet Pull,4,184,40,340.0,525,"1 Defense, 2 Sp. Def",Mineral,Sand Force,Medium Fast,Sturdy,50,55,20,Rock,Sand Force,50.0
45,2.2,,Gripper,Amorphous,135,65,135,477,Ordinary,50.0,,45,Frisk,4,236,45,106.6,525,"1 Defense, 2 Sp. Def",Amorphous,,Fast,Pressure,35,100,25,Ghost,,50.0
75,1.3,Mineral,Snow Land,Fairy ,70,80,70,478,Ordinary,100.0,Ghost,70,Cursed Body,4,168,110,26.6,480,2 Speed,Fairy ,,Medium Fast,Snow Cloak,50,80,20,Ice,,0.0
45,0.3,,Plasma,Amorphous,77,95,77,479,Ordinary,,Ghost,50,,4,154,91,0.3,440,"1 Sp. Atk, 1 Speed",Amorphous,,Medium Fast,Levitate,50,50,20,Electric,,
3,0.3,,Knowledge,Undiscovered,130,75,130,480,Legendary,,,75,,4,290,95,0.3,580,"2 Defense, 1 Sp. Def",Undiscovered,,Slow,Levitate,140,75,80,Psychic,,
3,0.3,,Emotion,Undiscovered,105,105,105,481,Legendary,,,80,,4,290,80,0.3,580,"1 Attack, 1 Sp. Atk, 1 Sp. Def",Undiscovered,,Slow,Levitate,140,105,80,Psychic,,
3,0.3,,Willpower,Undiscovered,70,125,70,482,Legendary,,,75,,4,290,115,0.3,580,"2 Attack, 1 Sp. Atk",Undiscovered,,Slow,Levitate,140,125,80,Psychic,,
3,5.4,,Temporal,Undiscovered,120,150,100,483,Legendary,,Dragon,100,Telepathy,4,340,90,683.0,680,3 Sp. Atk,Undiscovered,,Slow,Pressure,0,120,120,Steel,,
3,4.2,,Spatial,Undiscovered,100,150,120,484,Legendary,,Dragon,90,Telepathy,4,340,100,336.0,680,3 Sp. Atk,Undiscovered,,Slow,Pressure,0,120,120,Water,,
3,1.7,,Lava Dome,Undiscovered,106,130,106,485,Legendary,50.0,Steel,91,Flame Body,4,300,77,430.0,600,3 Sp. Atk,Undiscovered,,Slow,Flash Fire,100,90,10,Fire,,50.0
3,3.7,,Colossal,Undiscovered,110,80,110,486,Legendary,,,110,,4,302,100,420.0,670,3 Attack,Undiscovered,,Slow,Slow Start,0,160,120,Normal,,
3,4.5,,Renegade,Undiscovered,120,100,120,487,Legendary,,Dragon,150,Telepathy,4,340,90,750.0,680,3 HP,Undiscovered,,Slow,Pressure,0,100,120,Ghost,,
3,1.5,,Lunar,Undiscovered,110,75,120,488,Legendary,100.0,,120,,4,290,85,85.6,580,3 Sp. Def,Undiscovered,,Slow,Levitate,100,70,120,Psychic,,0.0
30,0.4,Water 1,Sea Drifter,Fairy ,80,80,80,489,Mythical,,,80,,4,216,80,3.1,480,1 HP,Fairy ,,Slow,Hydration,50,80,40,Water,,
3,0.3,Water 1,Seafaring,Fairy ,100,100,100,490,Mythical,,,100,,4,270,100,1.4,600,3 HP,Fairy ,,Slow,Hydration,50,100,10,Water,,
3,1.5,,Pitch-Black,Undiscovered,90,135,90,491,Mythical,,,70,,4,270,125,50.5,600,"2 Sp. Atk, 1 Speed",Undiscovered,,Slow,Bad Dreams,0,90,120,Dark,,
45,0.2,,Gratitude,Undiscovered,100,100,100,492,Mythical,,,100,,4,270,100,2.1,600,3 HP,Undiscovered,,Medium Slow,Natural Cure,100,100,120,Grass,,
3,3.2,,Alpha,Undiscovered,120,120,120,493,Mythical,,,120,,4,360,120,320.0,720,3 HP,Undiscovered,,Slow,Multitype,0,120,120,Normal,,
3,0.4,,Victory,Undiscovered,100,100,100,494,Mythical,,Fire,100,,5,270,100,4.0,600,3 HP,Undiscovered,,Slow,Victory Star,100,100,120,Psychic,,
45,0.6,Grass,Grass Snake,Field ,55,45,55,495,Ordinary,12.5,,45,Contrary,5,62,63,8.1,308,1 Speed,Field ,,Medium Slow,Overgrow,50,45,20,Grass,,87.5
45,0.8,Grass,Grass Snake,Field ,75,60,75,496,Ordinary,12.5,,60,Contrary,5,145,83,16.0,413,2 Speed,Field ,,Medium Slow,Overgrow,50,60,20,Grass,,87.5
45,3.3,Grass,Regal,Field ,95,75,95,497,Ordinary,12.5,,75,Contrary,5,238,113,63.0,528,3 Speed,Field ,,Medium Slow,Overgrow,50,75,20,Grass,,87.5
45,0.5,,Fire Pig,Field,45,45,45,498,Ordinary,12.5,,65,Thick Fat,5,62,45,9.9,308,1 HP,Field,,Medium Slow,Blaze,50,63,20,Fire,,87.5
45,1.0,,Fire Pig,Field,55,70,55,499,Ordinary,12.5,Fighting,90,Thick Fat,5,146,55,55.5,418,2 Attack,Field,,Medium Slow,Blaze,50,93,20,Fire,,87.5
45,1.6,,Mega Fire Pig,Field,65,100,65,500,Ordinary,12.5,Fighting,110,Reckless,5,238,65,150.0,528,3 Attack,Field,,Medium Slow,Blaze,50,123,20,Fire,,87.5
45,0.5,,Sea Otter,Field,45,63,45,501,Ordinary,12.5,,55,Shell Armor,5,62,45,5.9,308,1 Sp. Atk,Field,,Medium Slow,Torrent,50,55,20,Water,,87.5
45,0.8,,Discipline,Field,60,83,60,502,Ordinary,12.5,,75,Shell Armor,5,145,60,24.5,413,2 Sp. Atk,Field,,Medium Slow,Torrent,50,75,20,Water,,87.5
45,1.5,,Formidable,Field,85,108,70,503,Ordinary,12.5,,95,Shell Armor,5,264,70,94.6,528,3 Sp. Atk,Field,,Medium Slow,Torrent,50,100,20,Water,,87.5
255,0.5,,Scout,Field,39,35,39,504,Ordinary,50.0,,45,Keen Eye,5,51,42,11.6,255,1 Attack,Field,Analytic,Medium Fast,Run Away,50,55,15,Normal,Analytic,50.0
255,1.1,,Lookout,Field,69,60,69,505,Ordinary,50.0,,60,Keen Eye,5,147,77,27.0,420,2 Attack,Field,Analytic,Medium Fast,Illuminate,50,85,20,Normal,Analytic,50.0
255,0.4,,Puppy,Field,45,25,45,506,Ordinary,50.0,,45,Pickup,5,55,55,4.1,275,1 Attack,Field,Run Away,Medium Slow,Vital Spirit,50,60,15,Normal,Run Away,50.0
120,0.9,,Loyal Dog,Field,65,35,65,507,Ordinary,50.0,,65,Sand Rush,5,130,60,14.7,370,2 Attack,Field,Scrappy,Medium Slow,Intimidate,50,80,15,Normal,Scrappy,50.0
45,1.2,,Big-Hearted,Field,90,45,90,508,Ordinary,50.0,,85,Sand Rush,5,225,80,61.0,500,3 Attack,Field,Scrappy,Medium Slow,Intimidate,50,110,15,Normal,Scrappy,50.0
255,0.4,,Devious,Field,37,50,37,509,Ordinary,50.0,,41,Unburden,5,56,66,10.1,281,1 Speed,Field,Prankster,Medium Fast,Limber,50,50,20,Dark,Prankster,50.0
90,1.1,,Cruel,Field,50,88,50,510,Ordinary,50.0,,64,Unburden,5,156,106,37.5,446,2 Speed,Field,Prankster,Medium Fast,Limber,50,88,20,Dark,Prankster,50.0
190,0.6,,Grass Monkey,Field,48,53,48,511,Ordinary,12.5,,50,Overgrow,5,63,64,10.5,316,1 Speed,Field,,Medium Fast,Gluttony,50,53,20,Grass,,87.5
75,1.1,,Thorn Monkey,Field,63,98,63,512,Ordinary,12.5,,75,Overgrow,5,174,101,30.5,498,2 Speed,Field,,Medium Fast,Gluttony,50,98,20,Grass,,87.5
190,0.6,,High Temp,Field,48,53,48,513,Ordinary,12.5,,50,Blaze,5,63,64,11.0,316,1 Speed,Field,,Medium Fast,Gluttony,50,53,20,Fire,,87.5
75,1.0,,Ember,Field,63,98,63,514,Ordinary,12.5,,75,Blaze,5,174,101,28.0,498,2 Speed,Field,,Medium Fast,Gluttony,50,98,20,Fire,,87.5
190,0.6,,Spray,Field,48,53,48,515,Ordinary,12.5,,50,Torrent,5,63,64,13.5,316,1 Speed,Field,,Medium Fast,Gluttony,50,53,20,Water,,87.5
75,1.0,,Geyser,Field,63,98,63,516,Ordinary,12.5,,75,Torrent,5,174,101,29.0,498,2 Speed,Field,,Medium Fast,Gluttony,50,98,20,Water,,87.5
190,0.6,,Dream Eater,Field,45,67,55,517,Ordinary,50.0,,76,Synchronize,5,58,24,23.3,292,1 HP,Field,Telepathy,Fast,Forewarn,50,25,10,Psychic,Telepathy,50.0
75,1.1,,Drowsing,Field,85,107,95,518,Ordinary,50.0,,116,Synchronize,5,170,29,60.5,487,2 HP,Field,Telepathy,Fast,Forewarn,50,55,10,Psychic,Telepathy,50.0
255,0.3,,Tiny Pigeon,Flying,50,36,30,519,Ordinary,50.0,Flying,50,Super Luck,5,53,43,2.1,264,1 Attack,Flying,Rivalry,Medium Slow,Big Pecks,50,55,15,Normal,Rivalry,50.0
120,0.6,,Wild Pigeon,Flying,62,50,42,520,Ordinary,50.0,Flying,62,Super Luck,5,125,65,15.0,358,2 Attack,Flying,Rivalry,Medium Slow,Big Pecks,50,77,15,Normal,Rivalry,50.0
45,1.2,,Proud,Flying,80,65,55,521,Ordinary,50.0,Flying,80,Super Luck,5,220,93,29.0,488,3 Attack,Flying,Rivalry,Medium Slow,Big Pecks,50,115,15,Normal,Rivalry,50.0
190,0.8,,Electrified,Field,32,50,32,522,Ordinary,50.0,,45,Motor Drive,5,59,76,29.8,295,1 Speed,Field,Sap Sipper,Medium Fast,Lightning Rod,50,60,20,Electric,Sap Sipper,50.0
75,1.6,,Thunderbolt,Field,63,80,63,523,Ordinary,50.0,,75,Motor Drive,5,174,116,79.5,497,2 Speed,Field,Sap Sipper,Medium Fast,Lightning Rod,50,100,20,Electric,Sap Sipper,50.0
255,0.4,,Mantle,Mineral,85,25,25,524,Ordinary,50.0,,55,Weak Armor,5,56,15,18.0,280,1 Defense,Mineral,Sand Force,Medium Slow,Sturdy,50,75,15,Rock,Sand Force,50.0
120,0.9,,Ore,Mineral,105,50,40,525,Ordinary,50.0,,70,Weak Armor,5,137,20,102.0,390,"1 Attack, 1 Defense",Mineral,Sand Force,Medium Slow,Sturdy,50,105,15,Rock,Sand Force,50.0
45,1.7,,Compressed,Mineral,130,60,80,526,Ordinary,50.0,,85,Sand Stream,5,232,25,260.0,515,3 Attack,Mineral,Sand Force,Medium Slow,Sturdy,50,135,15,Rock,Sand Force,50.0
190,0.4,Flying,Bat,Field ,43,55,43,527,Ordinary,50.0,Flying,65,Klutz,5,65,72,2.1,323,1 Speed,Field ,Simple,Medium Fast,Unaware,50,45,15,Psychic,Simple,50.0
45,0.9,Flying,Courting,Field ,55,77,55,528,Ordinary,50.0,Flying,67,Klutz,5,149,114,10.5,425,2 Speed,Field ,Simple,Medium Fast,Unaware,50,57,15,Psychic,Simple,50.0
